Title,Price_Text,Price_Numeric,Location,Bedrooms,Bathrooms,Area_Size,Area_Unit,Area_Sqft
2 Kanal Brand New Luxury Ultra-Modern Design Most Beautiful Fully Furnished Home Theater Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid & DHA Raya Golf Course,25.5 Crore,255000000.0,"DHA Phase 6 - Block L, DHA Phase 6",6.0,7.0,2.0,Kanal,10890.0
7.5 Marla House Available For Sale With Basement In Lake City Sector M-7B,3.2 Crore,32000000.0,"Lake City - Sector M-7B, Lake City",5.0,5.0,7.0,Marla,1905.75
20 Marla House In NFC 1 Is Available,5 Crore,50000000.0,"NFC 1, Lahore",4.0,5.0,1.0,Kanal,5445.0
1 KANAL BRAND NEW SPANISH HOUSE FOR SALE IN PGECHS PHASE 2,6.3 Crore,63000000.0,"PGECHS Phase 2, Punjab Govt Employees Society",7.0,7.0,1.0,Kanal,5445.0
10 Marla Furnished House For Sale,2.85 Crore,28500000.0,"Eden Value Homes, Eden",4.0,4.0,10.0,Marla,2722.5
9.5 Marla Brand New Luxurious House For Sale In Park View City Lahore,3.6 Crore,36000000.0,"Park View City - Platinum Block, Park View City",5.0,5.0,9.3,Marla,2531.925
1 Kanal Fully Furnished Designer House,20.5 Crore,205000000.0,"DHA Phase 6, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
The Ultimate 20 Marla Modern Masterpiece | Best Deal in [DHA PHASE 7] | Brand New & Ready to Move!,7.5 Crore,75000000.0,"DHA Phase 7, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
BRAND NEW HOUSE FOR SALE IN DHA PHASE 5 NEAR TO JALAL SONS RAEDY TO MOVE IN BEST DEAL IN TOWN,11.25 Crore,112500000.0,"DHA Phase 5, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
5 MARLA BRAND NEW HOUSE FOR SALE IN HOT LOCATION,2.12 Crore,21200000.0,"Jubilee Town, Lahore",5.0,6.0,5.0,Marla,1361.25
10 MARLA HOUSE FOR SALE IN JUBILEE TOWN HOT LOCATION,2.9 Crore,29000000.0,"Jubilee Town, Lahore",5.0,6.0,10.0,Marla,2722.5
1 Kanal Stylish Ultra Modern Bungalow Eye-Catching Elevation & A1 Quality Finishing DHA Phase 6 100% Original Deal,7.15 Crore,71500000.0,"DHA Phase 6, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
For Sale: 1 Kanal House | 5 Bed | 6 Bath | Prime DHA Phase 6,8.6 Crore,86000000.0,"DHA Phase 6, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
Exclusive full Basement-20 Marla Mansion For Sale in DHA PHASE 6 READY TO MOVE IN.,8.05 Crore,80500000.0,"DHA Phase 6, DHA Defence",6.0,7.0,1.0,Kanal,5445.0
1 Kanal Most Elegant Fully Furnished House For Sale Near Raya Fairways Prime Location Reasonable Price,10.22 Crore,102200000.0,"DHA Phase 7 - Block U, DHA Phase 7",5.0,6.0,1.0,Kanal,5445.0
10 Marla ULTRA MODERN BUNGALOW FOR SALE IN VALENCIA TOWN LAHOORE,4.9 Crore,49000000.0,"Valencia Housing Society, Lahore",5.0,6.0,10.0,Marla,2722.5
2 KANAL ULTRA MODERN BUNGALOW FOR SALE IN VALENCIA TOWN LAHOORE,17 Crore,170000000.0,"Valencia Housing Society, Lahore",6.0,6.0,2.0,Kanal,10890.0
2 Kanal Modern Design Bungalow For Sale,11 Crore,110000000.0,"Wapda Town Phase 1, Wapda Town",9.0,6.0,2.0,Kanal,10890.0
NEW SPANISH BUNGALOW AVAILABLE FOR SALE IN VALENCIA TOWN LAHORE,8.2 Crore,82000000.0,"Valencia Housing Society, Lahore",6.0,6.0,1.0,Kanal,5445.0
One Kanal Most Luxury Lavish Bungalow For Sale In DHA Lahore,8.15 Crore,81500000.0,"DHA Phase 6, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
NEAR TO CARREFOUR 01 KANAL BRAND NEW MAGNIFICENT MODERN HOUSE FOR SALE,6.5 Crore,65000000.0,"DHA Phase 7, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
2 Kanal Fully Furnished Wing Chair Faisal Rasul Design Classical Bungalow For Sale In Phase 6,28.5 Crore,285000000.0,"DHA Phase 6, DHA Defence",6.0,7.0,2.0,Kanal,10890.0
5 MARLA LUXURIOUS MODERATE HOUSE AVAILABLE FOR SALE,1.98 Crore,19800000.0,"DHA 9 Town, DHA Defence",3.0,4.0,5.0,Marla,1361.25
Elegant 1 Kanal 70ft Rd Top Location Slightly Used Bungalow For Sale At Prime Location Of Dha Phase 5,7.95 Crore,79500000.0,"DHA Phase 5, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
2 Kanal Spanish House Corner 60ft road Facing park Hot location for sale in Tauheed block Bahria town Lahore,18 Crore,180000000.0,"Bahria Town - Tauheed Block, Bahria Town - Sector F",7.0,6.0,2.0,Kanal,10890.0
01 KANAL ULTRA MODERN TOPNOTCH LUXURY HOUSE WITH SWIMMING POOL LIFT AVAILABLE FOR SALE,24.75 Crore,247500000.0,"DHA Phase 6 - Block C, DHA Phase 6",6.0,7.0,1.0,Kanal,5445.0
10 Marla Brand New First Entry Luxury Modern Designer House For Sale Sector C Hussain Block Bahria Town Lahore,3.6 Crore,36000000.0,"Bahria Town - Sector C, Bahria Town",5.0,6.0,10.0,Marla,2722.5
1.5 Kanal Spacious House Available For Sale In Model Town,20 Crore,200000000.0,"Model Town - Block E, Model Town",8.0,6.0,1.5,Kanal,8167.5
5 Marla Brand New House For Sale,2.5 Crore,25000000.0,"DHA 11 Rahbar Phase 2, DHA 11 Rahbar",3.0,4.0,5.0,Marla,1361.25
1 Kanal Brand New Modern House for Sale in DHA Rahbar Block D Prime Location,6.15 Crore,61500000.0,"DHA 11 Rahbar Phase 1 - Block D, DHA 11 Rahbar Phase 1",7.0,7.0,1.0,Kanal,5445.0
"1 Kanal Ultra Modern Designer Home for Sale Wapda Town, Block E1",6.2 Crore,62000000.0,"Wapda Town Phase 1 - Block E1, Wapda Town Phase 1",7.0,,1.0,Kanal,5445.0
10 Marla House Is Available For Sale In Jubilee Town Block B Lahore,4.5 Crore,45000000.0,"Jubilee Town - Block B, Jubilee Town",5.0,6.0,10.0,Marla,2722.5
2 Kanal Almost Brand New House For Sale In Dha Phase 8 Park View Lhr.   9 Bed 10 Bathroom,24 Crore,240000000.0,"DHA Phase 8 - Ex Park View, DHA Phase 8",9.0,6.0,2.0,Kanal,10890.0
Like New 6.11 Marla Low Budget House Bahria Home Is Available In Bahria Town Lahore For Sale,1.8 Crore,18000000.0,"Bahria Town - Sector E, Bahria Town",3.0,4.0,6.1,Marla,1660.725
5 MARLA DOUBLE STOREY HOUSE FOR SALE IN JOHAR TOWN BLOCK -R2. ORIGINAL PICS. ALL FACILITIES AVAILABLE.,2.6 Crore,26000000.0,"Johar Town Phase 2 - Block R2, Johar Town Phase 2",4.0,5.0,5.0,Marla,1361.25
20 Marla New Spanish House FOR Sale 6 Bedroom,6.4 Crore,64000000.0,"Wapda Town Phase 1, Wapda Town",6.0,6.0,1.0,Kanal,5445.0
1 Kanal Brand New 6-Bedroom House For Sale Sale In Wapda Town Lahore,8.25 Crore,82500000.0,"Wapda Town Phase 1, Wapda Town",6.0,6.0,1.0,Kanal,5445.0
22 Marla Luxury Bungalow For Sale In Valencia Town Hot Location,9.5 Crore,95000000.0,"Valencia Housing Society, Lahore",6.0,6.0,1.1,Kanal,5989.500000000001
2 Kanal Used Owner Build Bungalow For Sale In Valencia Town With Basement,12.5 Crore,125000000.0,"Valencia Housing Society, Lahore",6.0,6.0,2.0,Kanal,10890.0
6 BEDROOM NEW MODERN BUNGALOW FOR SALE IN VALENCIA TOWN NEAR D BLOCK PARK,9.5 Crore,95000000.0,"Valencia Housing Society, Lahore",6.0,6.0,1.0,Kanal,5445.0
1 KANAL NEW MODERN DESIGN HOUSE FOR SALE 6 BEDROOM,8.15 Crore,81500000.0,"Valencia Housing Society, Lahore",6.0,6.0,1.0,Kanal,5445.0
2 Kanal Victoria Design Bungalow For Sale In Valencia Town,15 Crore,150000000.0,"Valencia Housing Society, Lahore",6.0,6.0,2.0,Kanal,10890.0
2 KANAL BUNGALOW FOR Sale In Wapda Town Lahore,12.5 Crore,125000000.0,"Wapda Town Phase 1, Wapda Town",6.0,6.0,2.0,Kanal,10890.0
10-Marla Modern House For Sale Near Dolmen Mall Jalal Sons Closed To Defence Raya,4.75 Crore,47500000.0,"DHA Phase 6, DHA Defence",5.0,5.0,10.0,Marla,2722.5
"10 Marla House For Sale In Sector C With Gas LDA Approved, Nearby School, Mosque, Commercial Market, Medicare",2.75 Crore,27500000.0,"Bahria Town - Sector C, Bahria Town",5.0,6.0,10.0,Marla,2722.5
Get In Touch Now To Buy A Prime Location House In Shadab Garden Shadab Garden,1.28 Crore,12800000.0,"Shadab Garden, Lahore",4.0,4.0,3.0,Marla,816.75
Centrally Located Prime Location House For sale In Shadab Garden Available,1.95 Crore,19500000.0,"Shadab Garden, Lahore",6.0,6.0,5.0,Marla,1361.25
Villa For Sale At Hot Location Near Park Carrefour Raya,7.55 Crore,75500000.0,"DHA Phase 7 - Block P, DHA Phase 7",5.0,6.0,1.0,Kanal,5445.0
Toper Builder Rayan Construction Fully Modern Furnished Bungalow For Sale At Hot Location Near Mosque and Walking Distance Defense Raya,9.21 Crore,92100000.00000001,"DHA Phase 6 - Block B, DHA Phase 6",5.0,6.0,1.0,Kanal,5445.0
Ultra Modern 2 Kanal Luxurious House Available For Sale In DHA Phase 6 Lahore,48 Crore,480000000.0,"DHA Phase 6, DHA Defence",6.0,7.0,2.0,Kanal,10890.0
4 MARLA HOUSE FOR SALE BLOCK F,1.48 Crore,14800000.0,"Al Rehman Garden Phase 2, Al Rehman Garden",3.0,5.0,4.0,Marla,1089.0
"CENTRAL PARK SECTOR B , 1 KANAL SPANISH HOUSE WITH 7 BED AVAILABE FOR SAlE",5 Crore,50000000.0,"Central Park - Block B, Central Park Housing Scheme",7.0,6.0,1.0,Kanal,5445.0
"1 Kanal Brand New Luxury Home For Sale Near C1 Block, Valencia Town",6.2 Crore,62000000.0,"Valencia - Block C1, Valencia Housing Society",6.0,7.0,1.0,Kanal,5445.0
5 Marla Stylish Brand New House For Sale Nasheman Iqbal Phase 2,2.1 Crore,21000000.0,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",6.0,7.0,5.0,Marla,1361.25
"5 Marla Brand New House For Sale, Sadat College Town College Road Lahore.",1.55 Crore,15500000.0,"Sadat Cooperative Housing Society (College Town), Lahore",3.0,4.0,5.0,Marla,1361.25
"3 Marla Brand New House For Sale, Al Madina Avenue Near IEP Engineer Town College Road Lahore.",1.1 Crore,11000000.0,"IEP Engineers Town - Block C3, IEP Engineers Town - Sector A",3.0,3.0,3.0,Marla,816.75
"2 Marla Brand New House For Sale , IEP Engineer Town College Road Lahore.",67 Lakh,6700000.0,"IEP Engineers Town - Block C2, IEP Engineers Town - Sector A",3.0,4.0,2.0,Marla,544.5
"5 Marla Brand New House For Sale, Eden Boulevard College Road Lahore.",2.3 Crore,23000000.0,"Eden Boulevard - Block A, Eden Boulevard Housing Scheme",5.0,7.0,5.0,Marla,1361.25
12 MARLA DOUBLE STOREY HOUSE FOR SALE IN MILITARY ACCOUNT SOCIETY COLLEGE ROAD LAHORE,3.1 Crore,31000000.0,"Military Accounts Housing Society, Lahore",5.0,6.0,12.0,Marla,3267.0
KANAL NEW SPANISH DESIGN BUNGALOW FOR SALE IN VALENCIA TOWN,9 Crore,90000000.0,"Valencia Housing Society, Lahore",6.0,6.0,1.0,Kanal,5445.0
20 MARLA MODERN BUNGALOW FOR SALE ON 60 FEET ROAD,9 Crore,90000000.0,"Valencia Housing Society, Lahore",6.0,6.0,1.0,Kanal,5445.0
1 KANAL USED HOUSE FOR SALE IN VALENCIA TOWN LAHORE,6.8 Crore,68000000.0,"Valencia Housing Society, Lahore",5.0,6.0,1.0,Kanal,5445.0
The Epitome of Elegance in DHA Phase 6,35 Crore,350000000.0,"DHA Phase 6, DHA Defence",5.0,6.0,2.0,Kanal,10890.0
Fully Basement Swimming Pool Mazhar Munir Design Bungalow For Sale Near Dolman Mall,11 Crore,110000000.0,"DHA Phase 6, DHA Defence",6.0,6.0,1.0,Kanal,5445.0
10 MARLA BEAUTIFUL WELL DESIGN HOUSE FOR SALE IN DHA PHASE 7,3.75 Crore,37500000.0,"DHA Phase 7, DHA Defence",4.0,5.0,10.0,Marla,2722.5
Last One 10 Marla Modern Luxury Bungalow Available For Sale Near MacDonald & Raya Fairways,3.95 Crore,39500000.0,"DHA Phase 7, DHA Defence",4.0,5.0,10.0,Marla,2722.5
"2 Kanal Ultra Luxury Bungalow With Private Swimming Pool, Basement & 15 KV Solar DHA Phase 6 (Prime Location)",19.75 Crore,197500000.0,"DHA Phase 6, DHA Defence",6.0,6.0,2.0,Kanal,10890.0
8 Marla grey structure for sale ( Double Story) Block C Nearest to Gate no 6 Back side open 2 gates 2 green belts Bahria orchard,1.6 Crore,16000000.0,"Bahria Orchard Phase 2, Bahria Orchard",5.0,6.0,8.0,Marla,2178.0
10 Marla Fully Furnished Modern House,6.9 Crore,69000000.0,"DHA Phase 7 - Block U, DHA Phase 7",4.0,5.0,10.0,Marla,2722.5
1 Kanal Like Brand New House At Prime Location At B Block Model Town Lahore,12.25 Crore,122500000.0,"Model Town - Block B, Model Town",5.0,5.0,1.0,Kanal,5445.0
"10 Marla Brand New Bungalow For Sale In Faisal Town, Lahore",6.58 Crore,65800000.0,"Faisal Town, Lahore",7.0,7.0,10.0,Marla,2722.5
3 Years Installment Plan 7 Marla Luxury Designer House In Lake City Lahore,3.3 Crore,33000000.0,"Lake City, Raiwind Road",4.0,5.0,7.0,Marla,1905.75
Brand New 5 Marla House for Sale Ready to Move In!,2.33 Crore,23300000.0,"DHA 9 Town - Block B, DHA 9 Town",3.0,4.0,5.0,Marla,1361.25
Brand New 5 Marla House For Sale Modern Elegance & Premium Finishes!,2.32 Crore,23200000.0,"DHA 9 Town - Block C, DHA 9 Town",3.0,4.0,5.0,Marla,1361.25
10 MARLA TRIPLE STORY HOUSE FOR SALE IN IEP ENGINEER TOWN DEFENSE ROAD LAHORE,3.4 Crore,34000000.0,"IEP Engineers Town - Block F3, IEP Engineers Town - Sector A",6.0,6.0,10.0,Marla,2722.5
"5 Marla Brand New House For Sale , Nasheman e Iqbal Phase 2 College Road Lahore.",1.8 Crore,18000000.0,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",4.0,5.0,5.0,Marla,1361.25
10 MARLA DOUBLE STOREY HOUSE FOR SALE IN NASHEMAN IQBAL PHASE 2 COLLEGE ROAD LAHORE,3.1 Crore,31000000.0,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",5.0,6.0,10.0,Marla,2722.5
5 MARLA TRIPLE STORY BRAND NEW HOUSE FOR SALE IN NASHEMAN IQBAL PHASE 2 COLLEGE ROAD LAHORE,1.95 Crore,19500000.0,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",6.0,,5.0,Marla,1361.25
You Can Find A Gorgeous House For sale In Bismillah Housing Scheme,4.1 Crore,41000000.0,"Bismillah Housing Scheme, GT Road",5.0,6.0,10.0,Marla,2722.5
1 KANAL MODERN HOUSE FOR SALE IN DHA PHASE 4,6.5 Crore,65000000.0,"DHA Phase 4, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
2.4 Marla Brand New Triple Storey House In B2 Township LHR,1.35 Crore,13500000.0,"Township - Sector B2, Township",4.0,4.0,2.4,Marla,653.4
Parkside Elegance! 10 Marla Stylish DHA Villa in Phase 8 Ex Park | Ideal Family House,5.25 Crore,52500000.0,"DHA Phase 8 - DHA Villas, DHA Phase 8",4.0,5.0,10.0,Marla,2722.5
A Beautiful 3.5 Marla Double Storey House For Sale,1.05 Crore,10500000.0,"SA Gardens Phase 2, SA Gardens",3.0,4.0,3.5,Marla,952.875
A Beautiful 5 Marla Double Storey House For Sale,1.5 Crore,15000000.0,"SA Gardens Phase 2, SA Gardens",4.0,4.0,5.0,Marla,1361.25
5 Marla Double Storey House For Sale,1.55 Crore,15500000.0,"SA Gardens Phase 2, SA Gardens",4.0,4.0,5.0,Marla,1361.25
3 Kanal Full Basement Semi Commercial Mansion 12 Bedroom House Is Available For Sale In Model Town Block K Lahore Cantt,35 Crore,350000000.0,"Model Town - Block K, Model Town",11.0,7.0,3.0,Kanal,16335.0
Premium 10 Marla House Is Available For sale In Lahore,5.25 Crore,52500000.0,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",4.0,5.0,10.0,Marla,2722.5
Elegant Ultra Modern Design House For Sale At Prime Location Near To Dolmen Mall,8.9 Crore,89000000.0,"DHA Phase 5, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
MOST UNIQUE DESIGN ONE KANAL LUXURIOUS HOUSE NEAR RAYA GOLF CLUB FOR SALE,7.75 Crore,77500000.0,"DHA Phase 7, DHA Defence",6.0,7.0,1.0,Kanal,5445.0
KHALIFA ESTATE OFFERS ONE KANAL DESIGNE BUNGALOW NEAR TO MAIN BOULEVARD AND COMMERCIAL AREA,7.25 Crore,72500000.0,"DHA Phase 7, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
12 Marla Brand New House For Sale IN Block A1 Johar Town Phase 1 Lahore 6 Beds Attach Washroom TV Launch Drawing Room Dining Double Unit With Servant Quarter Modern Style,7.5 Crore,75000000.0,"Johar Town Phase 1 - Block A1, Johar Town Phase 1",,,12.0,Marla,3267.0
10 Marla House For Sale,4.5 Crore,45000000.0,"Allama Iqbal Town - Neelam Block, Allama Iqbal Town",7.0,6.0,10.0,Marla,2722.5
11 Marla House 60 Ft Road,4.5 Crore,45000000.0,"Allama Iqbal Town, Lahore",5.0,5.0,10.0,Marla,2722.5
1 Kanal Slightly Use Dream House Near To Park Or Near To Main Boulevard Available For Sale In Lake City,7.95 Crore,79500000.0,"Lake City - Sector M-2, Lake City",5.0,6.0,1.0,Kanal,5445.0
Brand New Beautiful House,2.5 Crore,25000000.0,"Wapda Town Phase 1, Wapda Town",3.0,4.0,5.0,Marla,1361.25
Brand New 10 Marla Ultra-Modern House Ready to Move In!,4.55 Crore,45500000.0,"DHA 9 Town - Block D, DHA 9 Town",4.0,5.0,10.0,Marla,2722.5
1 Kanal Brand New Modern Bungalow For Sale In DHA Phase 6!,14.2 Crore,142000000.0,"DHA Phase 6, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
Brand New Modern 5 Marla House For Sale In Paragon City Imperial 2 Block!,2.3 Crore,23000000.0,"Paragon City - Imperial 2 Block, Paragon City",3.0,3.0,5.0,Marla,1361.25
"5 Marla Brand New House For Sale On Investor Rate Executive Block, Paragon City | Modern Build & Prime Deal!",1.9 Crore,19000000.0,"Paragon City - Executive Block, Paragon City",3.0,4.0,5.0,Marla,1361.25
09 Marla Beautiful House Available For Sale,3.8 Crore,38000000.0,"Paragon City - Mounds Block, Paragon City",5.0,6.0,9.0,Marla,2450.25
8 MARLA CORNER FACING PARK HOUSE FOR SALE,2.5 Crore,25000000.0,"Military Accounts Housing Society, Lahore",5.0,5.0,8.0,Marla,2178.0
9 MARLA DELUXE HOUSE IN MILITARY ACCOUNT SOCIETY NEAR TO MAIN BOULEVARD AVAILABLE FOR SALE,2.7 Crore,27000000.0,"Military Accounts Society - Block E, Military Accounts Housing Society",6.0,6.0,9.0,Marla,2450.25
13 MARLA ( 6 Months Used ) HOUSE AVAILABLE FOR SALE IN NASHEMAN IQBAL PHASE 2,3.85 Crore,38500000.0,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",9.0,7.0,13.0,Marla,3539.25
5 MARLA SPANISH EDITION DELUXE HOUSE FOR SALE,1.9 Crore,19000000.0,"Nasheman Iqbal Phase 2 - Block A2, Nasheman-e-Iqbal Phase 2",4.0,5.0,5.0,Marla,1361.25
5 MARLA SPANISH EDITION DELUXE HOUSE FOR SALE IN NASHEMAN IQBAL PH 2,1.95 Crore,19500000.0,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",5.0,6.0,5.0,Marla,1361.25
4 Marla Brand New Spanish House Available For Sale In High Court Phase 2 College Road Lahore,1.25 Crore,12500000.0,"High Court Phase 2 - Block B, High Court Society - Phase 2",,,4.0,Marla,1089.0
5 Marla Brand New A Plus Solid Constructed House For Sale And Direct Meeting With Owner In Park View City Lahore.,1.95 Crore,19500000.0,"Park View City, Lahore",4.0,4.0,5.0,Marla,1361.25
100 % Original Picture Modern Brand New Bungalow For Sale at Top Location near Park MacDonald,4.85 Crore,48500000.0,"DHA Phase 7 - Block Y, DHA Phase 7",4.0,5.0,10.0,Marla,2722.5
A Dream Home For Sale At Top Location Near Commercial Park And Phase 6 & 9 Prism Approach,2.05 Crore,20500000.0,"DHA 9 Town, DHA Defence",3.0,4.0,5.0,Marla,1361.25
5 Marla House For Sale,2.25 Crore,22500000.0,"DHA 9 Town - Block C, DHA 9 Town",3.0,4.0,5.0,Marla,1361.25
Owner Needy Sale This House Going To Abroad 1 Kanal Top Quality Build Luxurious Beautiful MODERN Design Villa With Basement For Sale Near Raya Fairways,7.55 Crore,75500000.0,"DHA Phase 7 - Block Q, DHA Phase 7",5.0,6.0,1.0,Kanal,5445.0
BRAND NEW 3 MARLA HOUSE FOR SALE,1.4 Crore,14000000.0,"Jubilee Town - Block C, Jubilee Town",3.0,4.0,3.0,Marla,816.75
5 Marla Brand New Luxury Modern House With Direct Owner meeting All Original picture attached For Sale in Johar Town phase 2 Near Emporium Mall Canal Road,3.15 Crore,31500000.0,"Johar Town Phase 2 - Block J, Johar Town Phase 2",5.0,6.0,5.0,Marla,1361.25
5 Marla Brand New Spanish House Available For Sale In New Lahore City Phase 2 On Very Good Location Near To Park And Market And Masjid Between In The Homes On Very Ideally Location Near To Bahria Town Lahore And Ring Road SL#3,1.64 Crore,16399999.999999998,"New Lahore City - Phase 2, New Lahore City",3.0,5.0,5.0,Marla,1361.25
Buy A House Of 5 Marla In Lake City - Sector M-7A,3 Crore,30000000.0,"Lake City - Sector M-7A, Lake City",4.0,5.0,5.0,Marla,1361.25
Just Completed 5 Marla Grey Structure House For Sale - 4 Bed,1.38 Crore,13799999.999999998,"Palm City, Ferozepur Road",4.0,4.0,5.0,Marla,1361.25
12 Marla Brand-New Modern House for Sale in Johar Town Phase 1 Gated Community | Prime Location,7.4 Crore,74000000.0,"Johar Town Phase 1, Johar Town",6.0,6.0,12.0,Marla,3267.0
"5 Marla House for Sale in DHA Phase 9, Town Block C Premium Lifestyle!",2.29 Crore,22900000.0,"DHA 9 Town - Block C, DHA 9 Town",3.0,4.0,5.0,Marla,1361.25
Brand New 5 Marla House For Sale In DHA 9 Town | Best Deal In Town,2.4 Crore,24000000.0,"DHA 9 Town, DHA Defence",3.0,4.0,5.0,Marla,1361.25
One Kanal Most Beautiful Ultra Modern Design House For Sale In DHA Phase 7 Lahore,7.5 Crore,75000000.0,"DHA Phase 7, DHA Defence",7.0,6.0,1.0,Kanal,5445.0
"""Luxurious 5 Marla Brand New Designer House For Sale In DHA 9 Town Prime Location!""",2.3 Crore,23000000.0,"DHA 9 Town, DHA Defence",3.0,4.0,5.0,Marla,1361.25
Modern 5 Marla House For Sale In DHA Phase 9 Town | Prime Location Near Park &Amp; Mosque,2.3 Crore,23000000.0,"DHA 9 Town, DHA Defence",3.0,4.0,5.0,Marla,1361.25
Luxurious 10 Marla Modern House For Sale In DHA Phase 3 Y Block | Prime Location,6.25 Crore,62500000.0,"DHA Phase 3, DHA Defence",5.0,6.0,10.0,Marla,2722.5
House For Sale In Main Cantt,2.5 Crore,25000000.0,"Sarwar Road, Cantt",3.0,3.0,4.0,Marla,1089.0
7 Marla Beautifully Designed Corner House For Sale And Direct Meeting With Owner In Park View City Lahore.,3.5 Crore,35000000.0,"Park View City, Lahore",4.0,5.0,7.0,Marla,1905.75
5 Marla Double Storey House In A2 Township LHR,1.6 Crore,16000000.0,"Township - Sector A2, Township",3.0,4.0,5.0,Marla,1361.25
2 KANAL MODERN HOUSE FOR SALE IN DHA PHASE 1,14.5 Crore,145000000.0,"DHA Phase 1, DHA Defence",6.0,7.0,2.0,Kanal,10890.0
10 Marla Double Height Lobby Modern Luxury Bungalow Available For Sale Near MacDonald & Raya Fair Ways,4.5 Crore,45000000.0,"DHA Phase 7 - Block T, DHA Phase 7",4.0,5.0,10.0,Marla,2722.5
One Kanal Most Luxurious Beautiful Modern Galleria Design House For Sale In DHA Phase 5 Near To Big Park,9.12 Crore,91199999.99999999,"DHA Phase 5 - Block H, DHA Phase 5",5.0,6.0,1.0,Kanal,5445.0
5 Marla Brand New House For Sale,1.9 Crore,19000000.0,"Bahria Orchard, Lahore",3.0,4.0,5.0,Marla,1361.25
5 Marla Luxury Semi Furnish House For Sale,1.9 Crore,19000000.0,"Bahria Orchard, Lahore",3.0,4.0,5.0,Marla,1361.25
Beautiful House On 60 Feet Road,2.05 Crore,20500000.0,"Jubilee Town - Block F, Jubilee Town",4.0,4.0,5.0,Marla,1361.25
"House Of 5 Marla Is Available For Sale In Jubilee Town - Block F, Lahore",1.95 Crore,19500000.0,"Jubilee Town - Block F, Jubilee Town",6.0,6.0,5.0,Marla,1361.25
Beautiful Brand New 5 Marla House For Sale,1.99 Crore,19900000.0,"Jubilee Town - Block F, Jubilee Town",5.0,5.0,5.0,Marla,1361.25
10 Marla House In Stunning Jubilee Town - Block B Is Available For sale,3.95 Crore,39500000.0,"Jubilee Town - Block B, Jubilee Town",6.0,6.0,10.0,Marla,2722.5
10 Marla House In Stunning LDA Avenue - Block M Is Available For Sale,3.35 Crore,33500000.0,"LDA Avenue - Block M, LDA Avenue",6.0,6.0,10.0,Marla,2722.5
1 Kanal Fully Furnished Luxury House For Sale Prime Location Lahore,11 Crore,110000000.0,"Johar Town Phase 2, Johar Town",6.0,6.0,1.0,Kanal,5445.0
"10 Marla Brand New Luxury House For Sale In ParkviewCity,Lahore",3.3 Crore,33000000.0,"Park View City, Lahore",5.0,5.0,10.0,Marla,2722.5
100% Original YOUR NEW HOME IS HERE,1.9 Crore,19000000.0,"DHA 9 Town, DHA Defence",3.0,4.0,5.0,Marla,1361.25
FULL BASEMENT VILLA IS FOR SALE,2.45 Crore,24500000.0,"DHA Phase 6, DHA Defence",4.0,5.0,5.0,Marla,1361.25
YOUR NEW CLASSIC HOME IS HERE.,6.75 Crore,67500000.0,"DHA Phase 7 - Block X, DHA Phase 7",5.0,6.0,1.0,Kanal,5445.0
"Brand New, Never-Lived-In 5 Marla Masterpiece in DHA 9 Town",2.43 Crore,24300000.0,"DHA 9 Town, DHA Defence",3.0,4.0,5.0,Marla,1361.25
Brand New 1 Kanal House for Sale in DHA Phase 6 - Full Furnished (BEST DEAL IN TOWN),8.35 Crore,83500000.0,"DHA Phase 6, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
1 Kanal Brand New Modern Luxury House For Sale In DHA Phase 8 Prime Location,9.5 Crore,95000000.0,"DHA Phase 8 - Block V, DHA Phase 8",5.0,6.0,1.0,Kanal,5445.0
5 Marla Fully Furnished Brand New House Available For Sale,2.35 Crore,23500000.0,"DHA 9 Town, DHA Defence",3.0,4.0,5.0,Marla,1361.25
1 Kanal Semi Commercial Double Story House Urgent For Sale In Sabzazar Main Boulevard,12 Crore,120000000.0,"Sabzazar Scheme - Block A, Sabzazar Scheme",8.0,6.0,1.0,Kanal,5445.0
1-Kanal Beautiful House Available For Sale In Askari 11 Lahore,8.45 Crore,84500000.0,"Askari 11, Askari",4.0,5.0,1.0,Kanal,5445.0
